day,race,start,event_id,event_name,event_code,seats,alpha,lane,heat,distance,school,crew,cox,coach
1,42,2021-10-23T15:20:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,P,4,D2,2000,TUBC,"McInerney,Jones",[],[]
1,42,2021-10-23T15:20:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,P,5,D2,2000,Kentish,"Mansell,Skirving",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,1,,2000,Sandy Bay,"A.Tinch,N.Otahal",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,2,,2000,New Norfolk,"Triffett,Browning",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,3,,2000,Huon,"P.Robbie,J.Wynter",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,4,,2000,New Norfolk,"Thomas,Coulson",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,5,,2000,Friends,"Rackham,Ballard",[],[]
1,43,2021-10-23T15:26:00+00:00,27,Under 19 Men's Double Scull,U19 M 2X,2,Q,6,,2000,TUBC,"S.Fry,H.Johnstone",[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,1,,1000,Sandy Bay,Lucy Balfour,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,2,,1000,Kentish,Luka Mansell,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,3,,1000,DMCRC,Chloe Leicester,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,4,,1000,DMCRC,Erin Kingston,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,5,,1000,TUBC,TUBC/BRC Matilda Cocker,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,6,,1000,Mersey,Sarah Ellis,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,7,,1000,New Norfolk,Lauren Midson,[],[]
1,44,2021-10-23T15:36:00+00:00,28,Under 17 Women's Coxed Quad Scull 1000m,U17 W 4X+ 1000,4,R,8,,1000,Friends,Ella Newman,[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,1,,1000,Sandy Bay,"M.Rees,C.Chan",[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,2,,1000,St Virgils,"Woods,McLeod",[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,3,,1000,St Virgils,"O'Donovan,Weeding",[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,4,,1000,TUBC,"Dinnessen,Marr",[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,5,,1000,TUBC,"Blackwell,McLaren",[],[]
1,45,2021-10-23T15:41:00+00:00,29,Under 17 Men's Double Scull 1000m,U17 M 2X 1000,2,S,6,,1000,BRC/KRC,"Jackson,Anderson",[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,1,,1000,Huon,Wing Yu Tang,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,2,,1000,Bucks,Melissa Mace,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,3,,1000,Sandy Bay,Penny Brodribb,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,4,,1000,Ulverstone,Belinda Schultz,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,5,,1000,Lindisfarne,Jacqui Hope,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,6,,1000,DMCRC,Rosie Griffiths,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,7,,1000,Huon,Lisa Cooper,[],[]
1,46,2021-10-23T15:46:00+00:00,31,Masters Women's Single Scull,M W 1X,1,T,8,,1000,Sandy Bay,Sarah Birch,[],[]
1,47,2021-10-23T15:51:00+00:00,32,Masters Men's Coxless Quad Scull,M M 4X-,4,U,2,,1000,Bucks,Thomas Otte,[],[]
1,47,2021-10-23T15:51:00+00:00,32,Masters Men's Coxless Quad Scull,M M 4X-,4,U,3,,1000,DMCRC,Andrew Jones,[],[]
1,47,2021-10-23T15:51:00+00:00,32,Masters Men's Coxless Quad Scull,M M 4X-,4,U,4,,1000,TUBC,Marcus Vermey,[],[]
1,48,2021-10-23T16:01:00+00:00,33,Senior Women's Eight,S W 8+,8,V,2,,2000,DMCRC,Heather Curry,[],[]
1,48,2021-10-23T16:01:00+00:00,33,Senior Women's Eight,S W 8+,8,V,3,,2000,Bucks,Isabelle Higgins,[],[]
1,48,2021-10-23T16:01:00+00:00,33,Senior Women's Eight,S W 8+,8,V,4,,2000,TFNDS/BRC,Eloise Underwood,[],[]
1,49,2021-10-23T16:07:00+00:00,34,Senior Men's Eight,S M 8+,8,W,2,,2000,Friends,Calum Johnson,[],[]
1,49,2021-10-23T16:07:00+00:00,34,Senior Men's Eight,S M 8+,8,W,3,,2000,TUBC,TUBC/MUBC James Cocker,[],[]
1,49,2021-10-23T16:07:00+00:00,34,Senior Men's Eight,S M 8+,8,W,4,,2000,New Norfolk,Thomas Morgan,[],[]
